,OBJECTID,UNITID,AGENCY,FIRENAME,FIRENUM,ACRES,YEAR,CAUSE,SHAPEAREA,SHAPELEN,centroid,nearestStation,start,end,maxTmp,minTmp,avgTmp,avgPrec,avgHdd,avgCdd
516,517,WACOF,COLVILLE NF,GREASE CREEK,001212,730.26467185,2015,LIGHTNING,31810201.8646225,53501.7724666521,POINT (-117.2070122980417 48.80125290076442),"(-121.067222, 48.732778)",2015-08-14,2015-10-15 00:00:00,63.01078245665161,45.71980183593181,54.36529214629171,0.180559522074892,18.12487250473554,1.0099082034095876
517,518,WACOF,COLVILLE NF,SOUTH FORK SLATE TRAIL - D5,001218,170.93119729,2015,UNKNOWN,7445733.1708845,14914.8612919201,POINT (-117.2143445484045 48.91955641947587),"(-121.067222, 48.732778)",2015-08-18,2015-10-09 00:00:00,10056.813953488372,7297.093023255814,8676.953488372093,28.818139534883347,2892.813953488372,161.1860465116279
518,519,WACOF,COLVILLE NF,STICKPIN,001111,53828.52793618,2015,LIGHTNING,2344761297.82657,481587.304041941,POINT (-118.4113357171632 48.84157581649295),"(-121.067222, 48.732778)",2015-08-11,2015-09-22 00:00:00,10056.813953488372,7297.093023255814,8676.953488372093,28.818139534883347,2892.813953488372,161.1860465116279
519,520,WACOF,COLVILLE NF,RENNER,001202,13794.41134383,2015,UNKNOWN,600882154.601396,141001.268351287,POINT (-118.1930830601892 48.76030823724793),"(-121.067222, 48.732778)",2015-08-17,2015-09-22 00:00:00,62.77297140368704,45.547249237915516,54.16011032080128,0.17987806648279633,18.056466831180142,1.0060966758600667
520,521,WACOF,COLVILLE NF,GRAVES MOUNTAIN,001196,8570.23286642,2015,LIGHTNING,373317850.385557,132256.844418628,POINT (-118.3325577105564 48.62773222617673),"(-121.067222, 48.732778)",2015-08-14,2015-09-22 00:00:00,62.80031948881789,45.567092651757186,54.18370607028754,0.17995643334301248,18.064333430148128,1.006534998547778
521,522,ORUMF,UMATILLA NF,BEAR RIDGE,935,1943.18944025,2015,LIGHTNING,84644993.436167,72186.5856002702,POINT (-117.6568218978758 46.11116830103853),"(-121.333333, 47.283333)",2015-08-13,2015-10-15 00:00:00,41.22457009618187,30.61046342174293,35.9175167589624,0.18446225590206833,19.15083066161469,0.23491693383853104
522,523,ORUMF,UMATILLA NF,BUTTE CREEK,945,78759.43333982,2015,LIGHTNING,3430747193.25253,784027.962951807,POINT (-117.6284382601063 45.99827838843667),"(-121.333333, 47.283333)",2015-08-13,2015-10-15 00:00:00,41.22457009618187,30.61046342174293,35.9175167589624,0.18446225590206833,19.15083066161469,0.23491693383853104
523,524,ORUMF,UMATILLA NF,GREEN RIDGE,001027,2.91894784,2015,LIGHTNING,127148.85929,1479.60323039758,POINT (-117.742294965867 46.12495601456012),"(-121.333333, 47.283333)",2015-08-13,2015-10-15 00:00:00,41.22457009618187,30.61046342174293,35.9175167589624,0.18446225590206833,19.15083066161469,0.23491693383853104
524,525,ORUMF,UMATILLA NF,WEST BUTTE,946,4.31466382,2015,LIGHTNING,187946.0043985,1638.01698493212,POINT (-117.7083598253788 46.13438843674945),"(-121.333333, 47.283333)",2015-08-13,2015-10-15 00:00:00,41.22457009618187,30.61046342174293,35.9175167589624,0.18446225590206833,19.15083066161469,0.23491693383853104
525,526,WAOWF,OKAN-WEN NF,LIME BELT,657,133821.38283772,2015,LIGHTNING,5829236119.39637,1341616.44487875,POINT (-119.6781562530891 48.50005631545955),"(-121.067222, 48.732778)",2015-08-14,2015-09-25 00:00:00,11687.648648648648,8480.405405405405,10084.027027027027,33.491351351350914,3361.9189189189187,187.32432432432432
526,527,WACOA,COLVILLE AGENCY,NORTH STAR,157,218251.93500824,2015,HUMAN,9507016260.77955,980277.147008199,POINT (-118.9282587301915 48.39576579699217),"(-121.067222, 48.732778)",2015-08-13,2015-09-26 00:00:00,11088.28205128205,8045.51282051282,9566.897435897436,31.773846153845742,3189.5128205128203,177.71794871794873
527,528,WANES,WA DNR - NE REGION,TUNK BLOCK,001219,165923.95230543,2015,LIGHTNING,7227618451.86413,1290391.31654644,POINT (-119.3514775431492 48.48134824965243),"(-121.067222, 48.732778)",2015-08-14,2015-09-26 00:00:00,11380.078947368422,8257.236842105263,9818.657894736842,32.60999999999958,3273.4473684210525,182.39473684210526
528,529,WAOWF,OKAN-WEN NF,NEWBY LAKE,337,5158.25346378,2015,LIGHTNING,224692622.108822,183073.214726059,POINT (-119.8825169586444 48.97462929274005),"(-121.067222, 48.732778)",2015-07-02,2015-08-11 00:00:00,10547.390243902439,7653.048780487805,9100.219512195123,30.223902439024,3033.9268292682927,169.0487804878049
529,530,WAOWF,OKAN-WEN NF,KELLY MOUNTAIN,375,124.17705199,2014,LIGHTNING,5409130.7479645,20626.489628153,POINT (-120.60298095161 47.94687786454417),"(-121.067222, 48.732778)",2014-07-16,2014-07-25 00:00:00,43244.3,31377.5,37310.9,123.91799999999839,12439.1,693.1
530,531,WAOWF,OKAN-WEN NF,DUNCAN,377,12697.04812733,2014,LIGHTNING,553081204.095005,246702.342334353,POINT (-120.5748328842622 48.01221402852405),"(-121.067222, 48.732778)",2014-07-16,2014-08-20 00:00:00,13513.84375,9805.46875,11659.65625,38.7243749999995,3887.21875,216.59375
531,532,WASES,WA DNR - SE REGION,SNAG CANYON,559,12595.053042,2014,LIGHTNING,548638315.949722,239743.982282576,POINT (-120.4785766787208 47.16167521452222),"(-121.333333, 47.283333)",2014-08-02,2014-08-21 00:00:00,17680.1875,13128.0625,15404.125,79.11124999999956,8213.3125,100.75
532,533,WASES,WA DNR - SE REGION,HANSEL CREEK,549,1072.40231553,2014,LIGHTNING,46713658.0091315,46122.221079552604,POINT (-120.6950858279249 47.4631182118378),"(-121.333333, 47.283333)",2014-08-02,2014-08-19 00:00:00,20205.928571428572,15003.5,17604.714285714286,90.41285714285664,9386.642857142857,115.14285714285714
533,534,WASPS,WA DNR - SPS REGION,HAVEN LAKE,0050,167.74417815,2014,HUMAN,7306907.1722905,15333.549338821402,POINT (-123.3228488571593 47.31738213459558),"(-123.25, 47.474664)",2014-08-11,2014-08-17 00:00:00,72120.16666666667,52467.0,62293.583333333336,288.1716666666643,17184.333333333332,426.8333333333333
534,535,WASES,WA DNR - SE REGION,WOOD GULCH,UNKNOWN,7665.60427041,2007,LIGHTNING,333912386.36536,117458.56472708,POINT (-120.2378602099378 45.81310341652483),"(-121.67333064, 46.602330924)",2007-07-13,2007-07-16 00:00:00,105785.75,71648.0,88716.875,270.6599999999978,26296.0,1071.75
535,536,WACOF,COLVILLE NF,CURVE BALL,UNKNOWN,108.7343823,2007,LIGHTNING,4736450.7473325,13409.6568939721,POINT (-118.3071898042012 48.78675479511738),"(-121.067222, 48.732778)",2007-07-13,2007-07-19 00:00:00,61777.57142857143,44825.0,53301.28571428572,177.02571428571198,17770.14285714286,990.1428571428571
536,537,WACOF,COLVILLE NF,WINDY RIDGE,UNKNOWN,217.65390093,2007,LIGHTNING,9480966.000595,15474.5715904936,POINT (-117.5219277591658 48.92797587601383),"(-121.067222, 48.732778)",2007-07-13,2007-07-19 00:00:00,61777.57142857143,44825.0,53301.28571428572,177.02571428571198,17770.14285714286,990.1428571428571
537,538,WANES,WA DNR - NE REGION,TRIPOD (TRIPOD COMPLEX),243,174602.85445785,2006,UNKNOWN,7605669917.41295,1669778.44749257,POINT (-119.9850477368039 48.68268779176976),"(-121.067222, 48.732778)",2006-07-24,2006-09-15 00:00:00,8316.211538461539,6034.134615384615,7175.173076923077,23.830384615384308,2392.1346153846152,133.28846153846155
538,539,WASES,WA DNR - SE REGION,ELK HEIGHTS,570,353.51181446,2004,ARSON,15398913.0420265,36591.8886077312,POINT (-120.8050433202656 47.14244867515829),"(-121.333333, 47.283333)",2004-07-30,2004-08-02 00:00:00,70720.75,52512.25,61616.5,316.44499999999823,32853.25,403.0
539,540,WAOWF,OKAN-WEN NF,ISABEL,637,4267.02004645,2003,UNKNOWN,185870649.738382,79564.8872967402,POINT (-119.8893141663511 48.65511900425933),"(-121.067222, 48.732778)",2003-09-07,2006-11-02 00:00:00,387.1468218442256,280.90868397493284,334.02775290957925,1.1093822739480608,111.3616830796777,6.205013428827216
540,541,WAOWF,OKAN-WEN NF,GOOSE LAKE,UNKNOWN,1282.69201701,2001,UNKNOWN,55873840.765054,37710.300317400106,POINT (-119.3628286127615 48.14171549153701),"(-121.067222, 48.732778)",2001-08-13,2006-11-02 00:00:00,233.12291105121292,169.1509433962264,201.13692722371968,0.6680215633423094,67.05714285714286,3.736388140161725
541,542,WAOWF,OKAN-WEN NF,THIRTYMILE,049,10344.78766472,2001,UNKNOWN,450617148.201163,119582.928216985,POINT (-120.031635656507 48.81742297399307),"(-121.067222, 48.732778)",2001-07-23,2006-11-02 00:00:00,230.5133262260128,167.25746268656715,198.88539445629,0.6605437100213134,66.30650319829424,3.6945628997867805
542,543,WACOA,COLVILLE AGENCY,SANDHILLS,180,115.85781347,2013,LIGHTNING,5046746.1679,9996.472633473151,POINT (-118.5271387356683 47.91127817043628),"(-121.067222, 48.732778)",2013-08-10,2013-08-11 00:00:00,216221.5,156887.5,186554.5,619.589999999992,62195.5,3465.5
543,544,WAWFS,WA FIRE SERVICE,COLOCKUM TARPS,402,81733.27016772,2013,MISCELLANEOUS,3560287007.3149,338423.228411131,POINT (-120.1373242242966 47.17259788740851),"(-121.333333, 47.283333)",2013-07-27,2013-08-13 00:00:00,39.669471322395175,29.455756555882765,34.56261393913897,0.17750385640162572,18.428411162529798,0.22605525171785162
544,545,WAYAA,BIA - YAKIMA,JOJO,104,4242.96579207,2013,UNKNOWN,184822850.608808,73923.90739690761,POINT (-120.3147907202555 46.10045466631092),"(-121.67333064, 46.602330924)",2013-08-11,2013-08-12 00:00:00,59.48032049479899,40.28563396120326,49.882977228001124,0.15218442507731111,14.785493393308968,0.6026145628338487
545,546,WASES,WA DNR - SE REGION,MILEPOST 10,0940,5443.33991408,2013,LIGHTNING,237110938.210737,102201.84879241399,POINT (-120.1560576433597 47.32998299397099),"(-121.333333, 47.283333)",2013-08-09,2013-08-14 00:00:00,56576.6,42009.8,49293.2,253.15599999999858,26282.6,322.4
546,547,WASPD,SPOKANE BLM,DESMARAIS,50090,10132.92422362,2013,UNKNOWN,441388413.622131,172958.901488681,POINT (-120.2154401854807 46.47577467187897),"(-121.333333, 47.283333)",2013-06-07,2013-06-18 00:00:00,23573.583333333332,17504.083333333332,20538.833333333332,105.48166666666607,10951.083333333334,134.33333333333334
547,548,WASPD,SPOKANE BLM,DENNIS COMMAND,198,332.86810106,2013,MISCELLANEOUS,14499676.4834525,25959.9179232518,POINT (-119.4252935515991 46.21706366896429),"(-121.333333, 47.283333)",2013-07-04,2013-07-06 00:00:00,94294.33333333333,70016.33333333333,82155.33333333333,421.9266666666643,43804.333333333336,537.3333333333334
548,549,WAOWF,OKAN-WEN NF,EAGLE,616,1465.80703442,2013,MISCELLANEOUS,63850299.0175145,43107.7406151961,POINT (-120.5719377450118 47.65683701153951),"(-121.333333, 47.283333)",2013-08-19,2013-08-27 00:00:00,47147.166666666664,35008.166666666664,41077.666666666664,210.96333333333214,21902.166666666668,268.6666666666667
549,550,WAWFS,WA FIRE SERVICE,GILMORE GULCH,605,7487.72699125,2015,UNKNOWN,326164083.078658,139694.90161843298,POINT (-116.9638266023686 46.16349815387819),"(-121.333333, 47.283333)",2015-07-05,2015-08-01 00:00:00,16640.176470588234,12355.823529411764,14498.0,74.45764705882311,7730.176470588235,94.82352941176471
550,551,WANCP,NORTH CASCADES NP,GOODE,031,479.30036122,2015,UNKNOWN,20878240.221691,19706.9242240624,POINT (-120.9279908782212 48.47281458906857),"(-121.067222, 48.732778)",2015-07-29,2015-08-03 00:00:00,72073.83333333333,52295.833333333336,62184.833333333336,206.52999999999733,20731.833333333332,1155.1666666666667
551,552,WAWFS,WA FIRE SERVICE,HWY 8,050595,33104.59216253,2015,UNKNOWN,1442030266.46137,473397.96398275404,POINT (-120.2092626035016 45.80747452054197),"(-121.67333064, 46.602330924)",2015-08-04,2015-08-08 00:00:00,84628.6,57318.4,70973.5,216.52799999999826,21036.8,857.4
552,553,WASES,WA DNR - SE REGION,DRY CREEK,194,336.743809,2017,UNKNOWN,14668501.6457085,26318.7441125438,POINT (-121.5221080078608 45.89381307539075),"(-121.67333064, 46.602330924)",2017-07-07,2017-07-14 00:00:00,52892.875,35824.0,44358.4375,135.3299999999989,13148.0,535.875
553,554,WANES,WA DNR - NE REGION,CANYON CREEK,221,3821.67494443,2017,HUMAN,166471494.691527,61057.0639052446,POINT (-120.0692246634122 48.27042466390063),"(-121.067222, 48.732778)",2017-07-15,2017-07-16 00:00:00,216221.5,156887.5,186554.5,619.589999999992,62195.5,3465.5
554,555,WACOA,COLVILLE AGENCY,REDFORD CANYON,053,831.37472668,2017,LIGHTNING,36214538.2357305,32215.631545063203,POINT (-118.5128050284225 47.98228698351105),"(-121.067222, 48.732778)",2017-07-15,2017-07-20 00:00:00,72073.83333333333,52295.833333333336,62184.833333333336,206.52999999999733,20731.833333333332,1155.1666666666667
555,556,WAWFS,WA FIRE SERVICE,SNAKE RIVER,014117,3115.00440087,2017,LIGHTNING,135689048.94388,57032.0017585668,POINT (-117.2533317515629 46.49671306792063),"(-121.333333, 47.283333)",2017-07-15,2017-07-17 00:00:00,94294.33333333333,70016.33333333333,82155.33333333333,421.9266666666643,43804.333333333336,537.3333333333334
556,557,WASES,WA DNR - SE REGION,400,250,26087.35997476,2017,UNKNOWN,1136360855.04332,205772.71478531198,POINT (-119.9960234316636 46.68138268308535),"(-121.333333, 47.283333)",2017-07-20,2017-07-23 00:00:00,70720.75,52512.25,61616.5,316.44499999999823,32853.25,403.0
557,558,WANES,WA DNR - NE REGION,BISSELL,001521,414.88922802,2017,UNKNOWN,18072502.482505,19339.2350834506,POINT (-118.1528260437165 48.20559344527189),"(-121.067222, 48.732778)",2017-07-23,2017-07-25 00:00:00,144147.66666666666,104591.66666666667,124369.66666666667,413.05999999999466,41463.666666666664,2310.3333333333335
558,559,WAWFS,WA FIRE SERVICE,GLADE 3,306,10951.25724417,2017,UNKNOWN,477034857.410738,115926.29603795701,POINT (-120.0591884268585 46.1431752503304),"(-121.67333064, 46.602330924)",2017-07-30,2017-08-01 00:00:00,141047.66666666666,95530.66666666667,118289.16666666667,360.8799999999971,35061.333333333336,1429.0
559,560,WANWS,WA DNR - NW REGION,SUIATTLE,088,216.36617448,2017,HUMAN,9424872.860967,16777.9822387885,POINT (-121.4304333198703 48.33584877641823),"(-121.7462513, 48.5392813)",2017-07-30,2017-08-06 00:00:00,54722.5,39453.5,47088.0,180.00374999999838,13410.75,395.875
560,561,WAWFS,WA FIRE SERVICE,HAYES ROAD,331,2497.47042341,2017,UNKNOWN,108789376.485019,55442.1999224765,POINT (-119.487871290493 47.91289451936456),"(-121.067222, 48.732778)",2017-08-04,2017-08-06 00:00:00,144147.66666666666,104591.66666666667,124369.66666666667,413.05999999999466,41463.666666666664,2310.3333333333335
561,562,WAMCR,MID COLUMBIA NWR,EAST SADDLE,384,17466.1790746,2017,UNKNOWN,760823717.185513,205935.112021765,POINT (-119.3676035374973 46.78005601058867),"(-121.333333, 47.283333)",2017-08-12,2017-08-14 00:00:00,94294.33333333333,70016.33333333333,82155.33333333333,421.9266666666643,43804.333333333336,537.3333333333334
562,563,WACOF,COLVILLE NF,NOISY CREEK,001416,4305.36892351,2017,LIGHTNING,187541120.141452,109351.65406500301,POINT (-117.2504192469216 48.80731867756594),"(-121.067222, 48.732778)",2017-07-15,2017-08-18 00:00:00,12355.514285714286,8965.0,10660.257142857143,35.4051428571424,3554.0285714285715,198.02857142857144
563,564,WAOWF,OKAN-WEN NF,367,367,62.10397897,2017,LIGHTNING,2705238.502766,7721.513285623871,POINT (-121.3728317941662 46.98331992143967),"(-121.333333, 47.283333)",2017-08-11,2017-08-28 00:00:00,15715.722222222223,11669.388888888889,13692.555555555555,70.32111111111072,7300.722222222223,89.55555555555556
564,565,WAMSF,MT. BAKER-SNOQ NF,QUARRY,233,142.43882377,2017,LIGHTNING,6204610.3447735,13464.2470492129,POINT (-121.5904351795493 47.65841407393035),"(-121.689, 47.6937142)",2017-08-11,2017-08-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
565,566,WACOA,COLVILLE AGENCY,BRIDGE CREEK,088,3713.47655996,2017,LIGHTNING,161758391.916431,115002.38260363,POINT (-118.5537301452641 48.26064140812618),"(-121.067222, 48.732778)",2017-08-09,2017-09-03 00:00:00,16632.423076923078,12068.26923076923,14350.346153846154,47.660769230768615,4784.2692307692305,266.5769230769231
566,567,WAOWF,OKAN-WEN NF,JOLLY MOUNTAIN,361,36817.42084014,2017,LIGHTNING,1603760436.73532,816824.648693045,POINT (-120.9867558453662 47.33635619704054),"(-121.333333, 47.283333)",2017-08-11,2017-09-16 00:00:00,7645.486486486487,5677.0,6661.243243243243,34.21027027027008,3551.7027027027025,43.567567567567565
567,568,WAOWF,OKAN-WEN NF,AMERICAN,351,3854.96095902,2017,LIGHTNING,167921427.687002,120779.213508632,POINT (-121.3186519766611 46.92075419288917),"(-121.670163986, 46.836329988)",2017-08-10,2017-09-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
568,569,WAGPF,GIFFORD PINCHOT NF,EAST CRATER,503,483.16909533,2017,HUMAN,21046761.6051095,30976.2618079636,POINT (-121.7849274059397 45.99401980298144),"(-121.8555, 46.5492)",2017-09-03,2017-09-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
569,570,WAWFS,WA FIRE SERVICE,MONUMENT HILL,409,6255.19395695,2017,UNKNOWN,272475158.860885,95278.8494746212,POINT (-119.725793683887 47.29636710083063),"(-121.333333, 47.283333)",2017-08-16,2017-08-20 00:00:00,56576.6,42009.8,49293.2,253.15599999999858,26282.6,322.4
570,571,WASPD,SPOKANE BLM,SILVER DOLLAR,166,31740.37813551,2017,UNKNOWN,1382605341.14469,298236.84212169604,POINT (-119.8134541161635 46.57781579436486),"(-121.333333, 47.283333)",2017-07-02,2017-07-05 00:00:00,70720.75,52512.25,61616.5,316.44499999999823,32853.25,403.0
571,572,WAPCS,WA DNR - PC REGION,ARCHER MOUNTAIN,196,260.15141424,2017,UNKNOWN,11332150.275373,16756.5890372555,POINT (-122.0984818153967 45.61719130581542),"(-122.5551, 45.9568)",2017-09-05,2017-09-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
572,573,WAOWF,OKAN-WEN NF,CHUMYON,526,506.05843442,2017,HUMAN,22043817.2277825,24730.0029018489,POINT (-120.5188713785197 47.66023426610953),"(-121.333333, 47.283333)",2017-09-29,2017-09-30 00:00:00,141441.5,105024.5,123233.0,632.8899999999965,65706.5,806.0
573,574,WAWFS,WA FIRE SERVICE,WHITEHALL,525,3460.75621287,2017,UNKNOWN,150749937.631289,59328.809123279105,POINT (-119.5554220061541 47.49126466205415),"(-121.333333, 47.283333)",2017-09-30,2017-10-04 00:00:00,56576.6,42009.8,49293.2,253.15599999999858,26282.6,322.4
574,575,WAOWF,OKAN-WEN NF,JACK CREEK,373,4441.35314656,2017,LIGHTNING,193464569.203593,192907.668654542,POINT (-120.9196546642236 47.50881448052984),"(-121.333333, 47.283333)",2017-08-11,2017-09-26 00:00:00,6018.787234042553,4469.127659574468,5243.95744680851,26.931489361701978,2796.021276595745,34.297872340425535
578,579,WACOF,COLVILLE NF,WEST HUBBARD,1905,8.88395635,2018,LIGHTNING,386983.5905625,4324.01798702786,POINT (-117.8910014625369 48.94053727824598),"(-121.067222, 48.732778)",2018-08-11,2018-08-13 00:00:00,144147.66666666666,104591.66666666667,124369.66666666667,413.05999999999466,41463.666666666664,2310.3333333333335
579,580,WASPD,SPOKANE BLM,GRASS VALLEY,517,76868.10702645,2018,UNKNOWN,3348361348.58656,384225.21207681,POINT (-119.2142691920374 47.92887362255274),"(-121.067222, 48.732778)",2018-08-11,2018-08-12 00:00:00,216221.5,156887.5,186554.5,619.589999999992,62195.5,3465.5
580,581,WACOF,COLVILLE NF,KELLY MOUNTAIN,1894,38.01206353,2018,UNKNOWN,1655798.8639735,8459.067356536641,POINT (-118.7980666162916 48.81174605843376),"(-121.067222, 48.732778)",2018-08-11,2018-08-13 00:00:00,144147.66666666666,104591.66666666667,124369.66666666667,413.05999999999466,41463.666666666664,2310.3333333333335
581,582,WAWFS,WA FIRE SERVICE,BOFFER,915,4998.00485379,2018,UNKNOWN,217712220.579623,85790.5853812234,POINT (-119.1369476491491 46.14584257663756),"(-121.333333, 47.283333)",2018-08-11,2018-08-14 00:00:00,70720.75,52512.25,61616.5,316.44499999999823,32853.25,403.0
584,585,WACOF,COLVILLE NF,DAY CREEK,UNKNOWN,131.14790048,2006,UNKNOWN,5712779.6936175,12839.735684289399,POINT (-118.5394615496875 48.93976084988869),"(-121.067222, 48.732778)",2006-10-05,2006-10-05 00:00:00,432443.0,313775.0,373109.0,1239.179999999984,124391.0,6931.0
592,593,WAOWF,OKAN-WEN NF,MANASTASH RIDGE,619,2351.83258868,2013,LIGHTNING,102445417.780182,50168.817939772896,POINT (-121.0101832507482 47.01925513935992),"(-121.333333, 47.283333)",2013-08-20,2013-09-02 00:00:00,28288.3,21004.9,24646.6,126.57799999999929,13141.3,161.2
593,594,WASPD,SPOKANE BLM,JUNIPER RANCH,543,99.90709868,2017,HUMAN,4351935.810718,19481.0733694124,POINT (-118.8417834635264 46.42076170778713),"(-121.333333, 47.283333)",2017-05-14,2017-05-15 00:00:00,141441.5,105024.5,123233.0,632.8899999999965,65706.5,806.0
594,595,WASES,WA DNR - SE REGION,SPARTAN,120,8728.97766046,2017,LIGHTNING,380232745.954072,109642.854893614,POINT (-120.1477687043306 47.32169717048892),"(-121.333333, 47.283333)",2017-06-26,2017-06-29 00:00:00,70720.75,52512.25,61616.5,316.44499999999823,32853.25,403.0
595,596,WASPD,SPOKANE BLM,STRAIGHT HOLLOW,126,8436.24406786,2017,LIGHTNING,367481321.66625,97087.84336418059,POINT (-119.9551869241688 47.42978919359471),"(-121.333333, 47.283333)",2017-06-26,2017-06-30 00:00:00,56576.6,42009.8,49293.2,253.15599999999858,26282.6,322.4
596,597,WASPD,SPOKANE BLM,SUTHERLAND CANYON,121,29257.91470054,2017,LIGHTNING,1274469666.46172,370709.85209582705,POINT (-119.9586169795772 47.32608379063504),"(-121.333333, 47.283333)",2017-06-26,2017-07-02 00:00:00,40411.857142857145,30007.0,35209.42857142857,180.82571428571327,18773.285714285714,230.28571428571428
597,598,WASPD,SPOKANE BLM,RATTLESNAKE HILLS,180,3390.16271551,2017,UNKNOWN,147674897.186121,66186.29471587381,POINT (-120.4263619524916 46.51898700467198),"(-121.333333, 47.283333)",2017-07-05,2017-07-07 00:00:00,94294.33333333333,70016.33333333333,82155.33333333333,421.9266666666643,43804.333333333336,537.3333333333334
598,599,WASES,WA DNR - SE REGION,MITCHELL,179,598.98587327,2017,UNKNOWN,26091720.2725785,21979.3768466826,POINT (-120.2195206095447 47.5823532678797),"(-121.333333, 47.283333)",2015-07-05,2015-07-09 00:00:00,40.796509950966254,30.292616094606288,35.54456302278627,0.1825468704932208,18.951975771560427,0.23247764638015575
599,600,WAMCR,MID COLUMBIA NWR,GOOSE LAKE,202,707.62892662,2017,HUMAN,30824192.7463505,24998.8329841246,POINT (-119.2606462042264 46.93803200553483),"(-121.333333, 47.283333)",2017-07-09,2017-07-09 00:00:00,282883.0,210049.0,246466.0,1265.779999999993,131413.0,1612.0
600,601,WAWFS,WA FIRE SERVICE,LES BLAIR,136,905.72865494,2018,UNKNOWN,39453382.3953585,36124.4291043509,POINT (-118.9948816628597 46.01231595812973),"(-121.333333, 47.283333)",2018-06-04,2018-06-06 00:00:00,94294.33333333333,70016.33333333333,82155.33333333333,421.9266666666643,43804.333333333336,537.3333333333334
601,602,WASPD,SPOKANE BLM,SOAP LAKE,1282,2639.6936417,2018,UNKNOWN,114984595.09284,79677.3673625603,POINT (-119.4875958337439 47.43533640376432),"(-121.333333, 47.283333)",2018-06-11,2018-06-14 00:00:00,70720.75,52512.25,61616.5,316.44499999999823,32853.25,403.0
602,603,WASES,WA DNR - SE REGION,MILEPOST TWENTY TWO,178,7596.7878315,2018,HUMAN,330914754.277109,76160.6841835085,POINT (-120.0526809926354 46.96488514082875),"(-121.333333, 47.283333)",2018-06-20,2018-06-24 00:00:00,56576.6,42009.8,49293.2,253.15599999999858,26282.6,322.4
603,604,WAWFS,WA FIRE SERVICE,MONTECITO,227,1876.93776094,2018,UNKNOWN,81759081.8292765,101232.591900431,POINT (-119.7691429728676 46.17384525138067),"(-121.333333, 47.283333)",2018-06-28,2018-06-29 00:00:00,141441.5,105024.5,123233.0,632.8899999999965,65706.5,806.0
604,605,WAWFS,WA FIRE SERVICE,EASTERDAY,193,1299.4116094,2018,UNKNOWN,56602143.2961715,70434.0946929034,POINT (-119.0826177470325 45.98724104225911),"(-121.333333, 47.283333)",2018-06-22,2018-06-23 00:00:00,141441.5,105024.5,123233.0,632.8899999999965,65706.5,806.0
605,606,WAMSF,MT. BAKER-SNOQ NF,PARK CREEK,59,40.52189672,2018,LIGHTNING,1765126.760771,8579.783309865,POINT (-121.6679030391884 48.73523129684305),"(-121.6906957, 48.64928525)",2018-06-20,2018-06-22 00:00:00,138161.0,96645.66666666667,117403.33333333333,643.4699999999929,43021.666666666664,708.0
606,607,WAWFS,WA FIRE SERVICE,NISQUALLY JOHN,1479,1388.48398111,2018,UNKNOWN,60482120.2877985,44701.7838481331,POINT (-117.2193684375936 46.51249825719484),"(-121.333333, 47.283333)",2018-07-04,2018-07-05 00:00:00,141441.5,105024.5,123233.0,632.8899999999965,65706.5,806.0
607,608,WASPD,SPOKANE BLM,BAIRD SPRINGS,259,1104.53632854,2018,UNKNOWN,48113410.016879,32909.110994881,POINT (-119.9995323923463 47.26263015212175),"(-121.333333, 47.283333)",2018-07-03,2018-07-03 00:00:00,282883.0,210049.0,246466.0,1265.779999999993,131413.0,1612.0
608,609,WASES,WA DNR - SE REGION,QUINCY LAKE,247,2325.03508751,2018,HUMAN,101278123.298336,92802.4827798794,POINT (-119.8990498058716 47.13395278865958),"(-121.333333, 47.283333)",2018-07-01,2018-07-02 00:00:00,141441.5,105024.5,123233.0,632.8899999999965,65706.5,806.0
609,610,WASES,WA DNR - SE REGION,LITTLE CAMAS,268,316.89443984,2018,UNKNOWN,13803866.5839155,25528.012280638402,POINT (-120.5694496630484 47.42520926800185),"(-121.333333, 47.283333)",2018-07-05,2018-07-10 00:00:00,47147.166666666664,35008.166666666664,41077.666666666664,210.96333333333214,21902.166666666668,268.6666666666667
610,611,WASPD,SPOKANE BLM,SCORPION COULEE,280,142.6655945,2018,UNKNOWN,6214488.438511,17870.7363121702,POINT (-120.454577715946 46.84220943078881),"(-121.333333, 47.283333)",2018-07-06,2018-07-08 00:00:00,94294.33333333333,70016.33333333333,82155.33333333333,421.9266666666643,43804.333333333336,537.3333333333334
611,612,WASPD,SPOKANE BLM,WASHINGTON FLATS,307,385.08563254,2018,HUMAN,16774263.0563635,21477.7761229447,POINT (-118.9598791077653 48.0163746013603),"(-121.067222, 48.732778)",2018-07-11,2018-07-12 00:00:00,216221.5,156887.5,186554.5,619.589999999992,62195.5,3465.5
612,613,WASES,WA DNR - SE REGION,ROCKY REACH,322,1290.18119495,2018,UNKNOWN,56200068.0511515,31921.2431958302,POINT (-120.3128623948228 47.5348599082371),"(-121.333333, 47.283333)",2018-07-13,2018-07-14 00:00:00,141441.5,105024.5,123233.0,632.8899999999965,65706.5,806.0
