,OBJECTID,UNITID,AGENCY,FIRENAME,FIRENUM,ACRES,YEAR,CAUSE,SHAPEAREA,SHAPELEN,nearestStation,start,end,max_temperature,min_temperature,avg_temperature,departure_temperature,hdd,cdd,percipitation
350,351,WASES,WA DNR - SE REGION,EASTON RIDGE,407,401.45718434,2007,EQUIPMENT USE,17487405.0,25888.1305816483,"(-121.333333, 47.283333)",2007-08-02,2007-08-04 00:00:00,64.0,48.0,56.0,56.0,8.666666666666666,0.0,0.0
351,352,WA,UNKNOWN,SOUTH OMAK LAKE,247,10508.6868522,2007,ARSON,457756568.25,115832.460805448,"(-121.067222, 48.732778)",2007-08-30,2007-08-30 00:00:00,85.0,54.0,69.5,69.5,0.0,5.0,0.0
352,353,WAWFS,WA FIRE SERVICE,HORSE HEAVEN COMPLEX - OVERLOOK,802,19565.90062349,2007,LIGHTNING,852287222.0,183017.80307026702,"(-121.333333, 47.283333)",2007-07-13,2007-07-16 00:00:00,71.0,52.75,61.875,61.875,2.75,0.0,0.02
353,354,WACOA,COLVILLE AGENCY,MANILLA CREEK,256,26799.11099589,2007,ARSON,1167364605.5085,197519.781587631,"(-121.067222, 48.732778)",2007-09-10,2007-09-16 00:00:00,80.85714285714286,53.142857142857146,67.0,67.0,0.5714285714285714,2.857142857142857,0.0
355,356,WAYAA,BIA - YAKIMA,PINE SPRING,122,1850.59474959,2007,ARSON,80611584.845,50618.9347922761,"(-121.67333064, 46.602330924)",2007-08-11,2007-08-11 00:00:00,81.0,44.0,62.5,62.5,2.0,0.0,0.0
356,357,WAOWF,OKAN-WEN NF,DOMKE LAKE,434,10333.14695436,2007,LIGHTNING,450110080.886,151517.61473144303,"(-121.067222, 48.732778)",2007-08-05,2007-09-11 00:00:00,75.71052631578948,53.39473684210526,64.55263157894737,64.55263157894737,2.0526315789473686,1.8421052631578947,0.028947368421052635
358,359,WANES,WA DNR - NE REGION,ARBYS 231,415,6.56591814,2007,SMOKER,286010.25,3247.65422967408,"(-121.067222, 48.732778)",2007-09-07,2007-09-07 00:00:00,74.0,49.0,61.5,61.5,3.0,0.0,0.0
359,360,WANES,WA DNR - NE REGION,BURNT VALLEY,416,26.68260214,2007,ELECTRIC FENCE,1162289.5,4807.93858577673,"(-121.067222, 48.732778)",2007-09-08,2007-09-08 00:00:00,68.0,47.0,57.5,57.5,7.0,0.0,0.0
360,361,WA,UNKNOWN,WHISPERING PINES,UNKNOWN,14.05962924,2007,DEBRIS BURN,612435.0,3584.7459624691,"(-121.067222, 48.732778)",2007-09-15,2007-09-15 00:00:00,74.0,53.0,63.5,63.5,1.0,0.0,0.0
361,362,WASPD,SPOKANE BLM,MILLER HOMESTEAD,884,358.85403571,2012,UNKNOWN,15631619.268741,25084.421343827104,"(-121.333333, 47.283333)",2012-09-01,2012-09-01 00:00:00,59.0,40.0,49.5,49.5,15.0,0.0,0.0
362,363,WANES,WA DNR - NE REGION,WRIGHTS VALLEY,408,226.22968132,2007,UNKNOWN,9854525.5,15749.018177747801,"(-121.067222, 48.732778)",2007-09-03,2007-09-03 00:00:00,77.0,56.0,66.5,66.5,0.0,2.0,0.0
363,364,WAOWF,OKAN-WEN NF,CONRAD LAKE,530,1103.61828217,2013,LIGHTNING,48073420.0769695,46073.2432732814,"(-121.67333064, 46.602330924)",2013-08-13,2013-09-01 00:00:00,78.35,55.75,67.05,67.05,0.4,2.8,0.0455
364,365,WASPD,SPOKANE BLM,BURBANK,324,202.56539119,2013,MISCELLANEOUS,8823713.145173,21168.6809070307,"(-121.333333, 47.283333)",2013-07-22,2013-07-23 00:00:00,74.5,51.0,62.75,62.75,2.0,0.0,0.0
365,366,WANES,WA DNR - NE REGION,KEYSTONE NORTH,633,459.27384245,2013,UNKNOWN,20005888.5535335,22048.4126775425,"(-121.067222, 48.732778)",2013-08-01,2013-08-05 00:00:00,77.2,58.2,67.7,67.7,1.4,4.4,0.054000000000000006
366,367,WANES,WA DNR - NE REGION,KEYSTONE,608,434.30626536,2013,LIGHTNING,18918305.2456115,26210.810510139003,"(-121.067222, 48.732778)",2013-08-01,2013-08-05 00:00:00,77.2,58.2,67.7,67.7,1.4,4.4,0.054000000000000006
367,368,WANES,WA DNR - NE REGION,TUNK PEAK,651,12.60465383,2013,LIGHTNING,549056.524513,3251.38116456859,"(-121.067222, 48.732778)",2013-08-01,2013-08-05 00:00:00,77.2,58.2,67.7,67.7,1.4,4.4,0.054000000000000006
368,369,WANES,WA DNR - NE REGION,CORRAL LAKE,640,0.97552986,2013,UNKNOWN,42493.910641,904.3775425547341,"(-121.067222, 48.732778)",2013-08-01,2013-08-05 00:00:00,77.2,58.2,67.7,67.7,1.4,4.4,0.054000000000000006
370,371,WASPD,SPOKANE BLM,WEBBER,50795,681.24457214,2013,FIREWORKS,29674894.8625785,28878.3077393213,"(-121.333333, 47.283333)",2013-09-18,2013-09-19 00:00:00,55.0,39.5,47.25,47.25,17.5,0.0,0.095
371,372,WAWFS,WA FIRE SERVICE,B&O,221,1451.1550919,2013,UNKNOWN,63212062.9540035,65645.4630733738,"(-121.067222, 48.732778)",2013-07-15,2013-07-16 00:00:00,83.0,54.5,68.75,68.75,0.0,4.0,0.0
374,375,WASES,WA DNR - SE REGION,MAIL TRAIL,217,2495.18489127,2013,MISCELLANEOUS,108689819.103028,67432.8451364301,"(-121.333333, 47.283333)",2013-06-09,2013-06-13 00:00:00,50.6,38.0,44.3,44.3,20.6,0.0,0.082
376,377,ORCGF,COLUMBIA RG NSA,MAJOR CREEK,199,149.20407621,2013,MISCELLANEOUS,6499303.562335,12530.3179144142,"(-121.67333064, 46.602330924)",2013-07-03,2013-07-05 00:00:00,72.0,55.0,63.5,63.5,2.6666666666666665,1.3333333333333333,0.0
377,378,WAOWF,OKAN-WEN NF,ALPINE,518,19.39150482,2014,LIGHTNING,844690.571157,4111.03199069858,"(-121.333333, 47.283333)",2014-08-01,2014-08-12 00:00:00,74.66666666666667,53.77777777777778,64.22222222222223,64.22222222222223,3.3333333333333335,2.888888888888889,0.1622222222222222
378,379,WAOWF,OKAN-WEN NF,CHIWAUKUM CREEK,356,13894.58962778,2014,LIGHTNING,605245903.195314,287372.053703302,"(-121.333333, 47.283333)",2014-07-15,2014-08-12 00:00:00,72.11111111111111,52.0,62.05555555555556,62.05555555555556,4.666666666666667,2.0555555555555554,0.13555555555555554
380,381,WAOLP,OLYMPIC NP,COX VALLEY,135,56.99801953,2016,LIGHTNING,2482823.7992825,13295.712585684701,"(-123.25, 47.474664)",2016-07-21,2016-08-26 00:00:00,78.32432432432432,54.486486486486484,66.4054054054054,66.4054054054054,0.8378378378378378,2.4594594594594597,0.033783783783783786
381,382,WANWS,WA DNR - NW REGION,HOT SHOT,015,59.49864153,2016,UNKNOWN,2591750.4579395,9792.90427401226,"(-121.7462513, 48.5392813)",2016-05-12,2016-05-17 00:00:00,70.66666666666667,50.666666666666664,60.666666666666664,60.666666666666664,4.5,0.5,0.0
384,385,WACOA,COLVILLE AGENCY,TIMM RANCH,037,1357.3019961,2016,UNKNOWN,59123838.4541585,44401.9547159029,"(-121.067222, 48.732778)",2016-06-08,2016-06-22 00:00:00,66.2,48.333333333333336,57.266666666666666,57.266666666666666,8.2,0.6,0.04
388,389,WASES,WA DNR - SE REGION,ANTILON LAKE,340,827.07515956,2016,UNKNOWN,36027249.8411475,30705.3352133742,"(-121.067222, 48.732778)",2016-07-29,2016-07-30 00:00:00,90.5,62.0,76.25,76.25,0.0,11.5,0.0
393,394,WACOA,COLVILLE AGENCY,KEWA,082,1893.98283359,2016,UNKNOWN,82501562.2240545,68306.77187343371,"(-121.067222, 48.732778)",2016-08-02,2016-08-10 00:00:00,73.66666666666667,55.55555555555556,64.61111111111111,64.61111111111111,2.0,1.7777777777777777,0.031111111111111114
394,395,WAYAA,BIA - YAKIMA,TULE #6,147,8469.38731608,2016,UNKNOWN,368925035.783827,92882.2300003314,"(-121.67333064, 46.602330924)",2016-08-21,2016-08-22 00:00:00,78.5,52.0,65.25,65.25,0.5,1.0,0.0
396,397,WANES,WA DNR - NE REGION,WELLESLEY,807,341.17201945,2016,UNKNOWN,14861393.721477,26226.354384985403,"(-121.067222, 48.732778)",2016-08-21,2016-08-24 00:00:00,81.75,54.25,68.0,68.0,1.25,4.5,0.0
397,398,WANES,WA DNR - NE REGION,CAYUSE MTN.,024,18095.96213619,2016,HUMAN,788256957.615136,164244.900137631,"(-121.067222, 48.732778)",2016-08-21,2016-08-30 00:00:00,83.0,55.6,69.3,69.3,0.6,5.1,0.0
398,399,WANES,WA DNR - NE REGION,YALE,808,5870.2343241,2016,UNKNOWN,255706384.329185,174644.14308813203,"(-121.067222, 48.732778)",2016-08-21,2016-08-28 00:00:00,83.75,56.375,70.0625,70.0625,0.625,5.875,0.0
399,400,WANES,WA DNR - NE REGION,HART,806,4936.45939127,2016,UNKNOWN,215031310.955795,101132.837609982,"(-121.067222, 48.732778)",2016-08-21,2016-08-30 00:00:00,83.0,55.6,69.3,69.3,0.6,5.1,0.0
400,401,WANES,WA DNR - NE REGION,DEEP NORTH,802,590.98276295,2016,UNKNOWN,25743106.1812035,50665.3695557944,"(-121.067222, 48.732778)",2016-08-21,2016-08-31 00:00:00,82.36363636363636,55.27272727272727,68.81818181818181,68.81818181818181,0.6363636363636364,4.636363636363637,0.0
404,405,WASES,WA DNR - SE REGION,25 MILE,279,218.18466731,2014,UNKNOWN,9504086.091357,17067.7122802594,"(-121.067222, 48.732778)",2014-07-10,2014-07-10 00:00:00,85.0,54.0,69.5,69.5,0.0,5.0,0.0
405,406,WASES,WA DNR - SE REGION,SKOOKUM,332,60.84558576,2014,UNKNOWN,2650423.113948,8332.934794430319,"(-121.67333064, 46.602330924)",2014-07-14,2014-07-14 00:00:00,85.0,63.0,74.0,74.0,0.0,9.0,0.0
406,407,WANES,WA DNR - NE REGION,CARLTON COMPLEX-RISING EAGLE RD,487,255899.59574273,2014,LIGHTNING,11146941802.6524,1437464.70532389,"(-121.067222, 48.732778)",2014-07-14,2014-08-12 00:00:00,82.93333333333334,57.4,70.16666666666667,70.16666666666667,0.8333333333333334,6.2,0.04400000000000001
407,408,WACOA,COLVILLE AGENCY,DEVILS ELBOW,168,24003.21453281,2014,LIGHTNING,1045575842.73307,460297.763033596,"(-121.067222, 48.732778)",2014-08-03,2014-08-13 00:00:00,85.63636363636364,58.18181818181818,71.9090909090909,71.9090909090909,0.0,7.090909090909091,0.060000000000000005
409,410,WAOWF,OKAN-WEN NF,UPPER FALLS,570,8113.66736329,2014,LIGHTNING,353429936.621127,194027.613888007,"(-121.067222, 48.732778)",2014-08-06,2014-08-20 00:00:00,80.93333333333334,59.2,70.06666666666666,70.06666666666666,0.13333333333333333,5.466666666666667,0.08333333333333333
410,411,WAOWF,OKAN-WEN NF,SOUTH CLE ELUM RIDGE,621,887.71468514,2014,UNKNOWN,38668697.009615,48209.6349020637,"(-121.333333, 47.283333)",2014-08-07,2014-08-19 00:00:00,71.54545454545455,52.90909090909091,62.22727272727273,62.22727272727273,4.181818181818182,1.8181818181818181,0.13636363636363635
411,412,WASES,WA DNR - SE REGION,I-82 MANASHTASH,226,1994.73310648,2014,BURNIN MATERIAL,86890226.556228,80456.7833063649,"(-121.333333, 47.283333)",2014-07-03,2014-07-04 00:00:00,60.5,45.5,53.0,53.0,12.0,0.0,0.0
412,413,WASES,WA DNR - SE REGION,YAXON CANYON,849,45.8382727,2014,LIGHTNING,1996707.1717625,6747.09859966019,"(-121.333333, 47.283333)",2014-09-22,2014-09-23 00:00:00,58.5,50.0,54.25,54.25,10.5,0.0,0.015
413,414,WASES,WA DNR - SE REGION,FOSTER CREEK,126,377.3075606,2014,LIGHTNING,16435451.597545,25256.2945199399,"(-121.067222, 48.732778)",2014-06-03,2014-06-03 00:00:00,81.0,50.0,65.5,65.5,0.0,1.0,0.0
414,415,WASES,WA DNR - SE REGION,BOX CANYON,580,54.74024098,2014,LIGHTNING,2384475.3591465,6972.97945581755,"(-121.67333064, 46.602330924)",2014-08-03,2014-08-03 00:00:00,89.0,61.0,75.0,75.0,0.0,10.0,0.0
416,417,WASES,WA DNR - SE REGION,BMIDC INC 881,646,131.76951708,2014,LIGHTNING,5739857.20444,14817.4189040623,"(-121.333333, 47.283333)",2014-08-11,2014-08-11 00:00:00,87.0,63.0,75.0,75.0,0.0,10.0,0.0
417,418,WASES,WA DNR - SE REGION,BMIDC INC 879,645,30.07020222,2014,LIGHTNING,1309852.7690825,7381.519180844751,"(-121.333333, 47.283333)",2014-08-11,2014-08-11 00:00:00,87.0,63.0,75.0,75.0,0.0,10.0,0.0
418,419,WAPCS,WA DNR - PC REGION,TEAGUE RD,0065,58.57170025,2014,UNKNOWN,2551373.0573135,8132.0819176656805,"(-122.9033, 46.9733)",2014-08-10,2014-08-10 00:00:00,89.0,46.0,67.5,67.5,0.0,3.0,0.0
419,420,WACOA,COLVILLE AGENCY,BELVEDERE,057,865.45745791,2014,UNKNOWN,37699176.069313,29240.3369032855,"(-121.067222, 48.732778)",2014-06-04,2014-06-04 00:00:00,74.0,51.0,62.5,62.5,2.0,0.0,0.0
420,421,WACOA,COLVILLE AGENCY,BRODY CANYON,059,818.24416787,2014,UNKNOWN,35642573.3815935,37419.6179349504,"(-121.067222, 48.732778)",2014-06-12,2014-06-13 00:00:00,75.0,50.0,62.5,62.5,2.0,0.0,0.395
421,422,WACOA,COLVILLE AGENCY,LAWSON FLATS,037,410.67355137,2014,HUMAN,17888868.3421625,33919.559120608006,"(-121.067222, 48.732778)",2014-04-07,2014-04-08 00:00:00,59.0,40.5,49.75,49.75,15.0,0.0,0.01
422,423,WANES,WA DNR - NE REGION,RUNNING DEER,1216,25.61081679,2014,UNKNOWN,1115602.717087,5937.9134566176,"(-121.067222, 48.732778)",2014-08-27,2014-08-28 00:00:00,86.5,57.5,72.0,72.0,0.0,7.0,0.0
423,424,WASES,WA DNR - SE REGION,SADDLE MOUNTAIN,358,24917.44287758,2014,UNKNOWN,1085399470.13632,217063.40833556,"(-121.333333, 47.283333)",2014-07-18,2014-07-18 00:00:00,67.0,47.0,57.0,57.0,8.0,0.0,0.0
424,425,WAPCS,WA DNR - PC REGION,MINERAL HILL,0097,6.09674558,2014,UNKNOWN,265573.174996,2657.37593123542,"(-121.812, 46.7492)",2014-09-07,2014-09-07 00:00:00,77.0,50.0,63.5,63.5,1.0,0.0,0.0
425,426,WASPD,SPOKANE BLM,MALAGA,112,1248.52299942,2014,LIGHTNING,54385444.3124135,43877.010737081,"(-121.333333, 47.283333)",2014-05-28,2014-05-29 00:00:00,48.5,36.0,42.25,42.25,22.5,0.0,0.265
426,427,WACOA,COLVILLE AGENCY,SILVER CREEK II,072,273.91414312,2014,HUMAN,11931652.347576,14021.7438940374,"(-121.067222, 48.732778)",2014-07-04,2014-07-05 00:00:00,72.5,51.5,62.0,62.0,2.5,0.0,0.0
427,428,WAWFS,WA FIRE SERVICE,ROCK HILL,501,1129.53261576,2014,HUMAN,49202243.9331395,40542.372035813,"(-121.067222, 48.732778)",2014-07-06,2014-07-07 00:00:00,77.0,57.5,67.25,67.25,0.0,2.5,0.0
428,429,WANES,WA DNR - NE REGION,LAKE SPOKANE,443,1016.31089024,2014,STRUCTURE FIRE,44270325.2971,36176.52955670591,"(-121.067222, 48.732778)",2014-07-09,2014-07-10 00:00:00,86.5,55.0,70.75,70.75,0.0,6.0,0.0
429,430,WASPD,SPOKANE BLM,R ROAD,383,3320.86236455,2014,UNKNOWN,144656185.973274,47557.516606187404,"(-121.067222, 48.732778)",2014-07-16,2014-07-16 00:00:00,91.0,60.0,75.5,75.5,0.0,11.0,0.0
430,431,WANES,WA DNR - NE REGION,BUGG ROAD,428,1168.94735515,2014,HUMAN,50919143.113194,33788.8201426348,"(-121.067222, 48.732778)",2014-07-21,2014-07-22 00:00:00,72.5,53.0,62.75,62.75,2.0,0.0,0.0
432,433,WANWS,WA DNR - NW REGION,PROCTOR CREEK 62 RD,016,289.15345057,2016,UNKNOWN,12595473.9249065,19187.234691381,"(-121.7395, 47.8681)",2016-05-13,2016-05-15 00:00:00,73.66666666666667,46.0,59.833333333333336,59.833333333333336,4.666666666666667,0.0,0.15
435,436,WAOLP,OLYMPIC NP,HAYES TWO,153,2389.9156134,2016,LIGHTNING,104104307.701317,119368.158899824,"(-123.25, 47.474664)",2016-07-26,2016-09-08 00:00:00,76.15555555555555,53.8,64.97777777777777,64.97777777777777,1.7777777777777777,1.9555555555555555,0.05266666666666667
436,437,WAOLP,OLYMPIC NP,GODKIN,151,563.31251177,2016,LIGHTNING,24537794.8610315,49324.8757052142,"(-123.25, 47.474664)",2016-07-25,2016-09-08 00:00:00,76.23913043478261,53.869565217391305,65.05434782608695,65.05434782608695,1.7391304347826086,2.0,0.051521739130434785
437,438,WAOLP,OLYMPIC NP,IGNAR CREEK,162,79.93271576,2016,LIGHTNING,3481855.1708775,14375.6845127705,"(-123.25, 47.474664)",2016-07-29,2016-09-08 00:00:00,75.78571428571429,53.666666666666664,64.72619047619048,64.72619047619048,1.9047619047619047,1.8333333333333333,0.05642857142857143
439,440,WACOA,COLVILLE AGENCY,ELMER CITY,129,5491.12975663,2016,HUMAN,239192655.425346,75212.2655179345,"(-121.067222, 48.732778)",2016-09-11,2016-09-12 00:00:00,73.0,49.0,61.0,61.0,4.0,0.0,0.075
442,443,WAWFS,WA FIRE SERVICE,230 SWITCH YARD,502,234.20966066,2016,UNKNOWN,10202132.009536,13372.0157260242,"(-121.067222, 48.732778)",2016-09-12,2016-09-12 00:00:00,69.0,49.0,59.0,59.0,6.0,0.0,0.0
443,444,WASPD,SPOKANE BLM,OLD LADY CREEK,497,2548.08769402,2016,UNKNOWN,110994255.97294,65556.572448463,"(-121.67333064, 46.602330924)",2016-09-10,2016-09-13 00:00:00,77.0,42.0,59.5,59.5,5.25,0.0,0.0
445,446,WANES,WA DNR - NE REGION,PICKENS NORTH,832,724.04509913,2016,HUMAN,31539278.36057,32862.411171512504,"(-121.067222, 48.732778)",2016-08-24,2016-08-26 00:00:00,87.0,58.0,72.5,72.5,0.0,7.666666666666667,0.0
447,448,WANCP,NORTH CASCADES NP,LONE MOUNTAIN 1,018,2436.74850045,2014,LIGHTNING,106144340.101124,99833.76258721841,"(-121.067222, 48.732778)",2014-07-14,2014-08-07 00:00:00,82.52,57.28,69.9,69.9,1.0,6.12,0.052800000000000014
448,449,WAWFS,WA FIRE SERVICE,SAND RIDGE,513,2276.76296247,2014,LIGHTNING,99175397.942484,106307.509021449,"(-121.67333064, 46.602330924)",2014-08-20,2014-08-25 00:00:00,76.83333333333333,51.0,63.916666666666664,63.916666666666664,1.0,0.16666666666666666,0.018333333333333333
449,450,WAOWF,OKAN-WEN NF,LITTLE BRIDGE CREEK,538,4959.32444003,2014,LIGHTNING,216027308.495825,236117.89096140602,"(-121.067222, 48.732778)",2014-08-03,2014-08-17 00:00:00,81.93333333333334,58.666666666666664,70.3,70.3,0.13333333333333333,5.666666666666667,0.082
453,454,WAOWF,OKAN-WEN NF,MIDDLE MOUNTAIN,311,412.45700483,2014,LIGHTNING,17966555.2639365,23462.8469435797,"(-121.067222, 48.732778)",2014-07-13,2014-08-17 00:00:00,82.05555555555556,57.97222222222222,70.01388888888889,70.01388888888889,0.75,6.0,0.07083333333333335
454,455,WAWFS,WA FIRE SERVICE,MONUMENTAL,UNKNOWN,11402.42567371,2014,HUMAN,496687675.590148,123632.638050006,"(-121.333333, 47.283333)",2014-09-03,2014-09-03 00:00:00,49.0,42.0,45.5,45.5,19.0,0.0,0.45
455,456,WASPD,SPOKANE BLM,BIGHORN,615,265.97106069,2014,UNKNOWN,11585653.060794,16906.0068829944,"(-121.333333, 47.283333)",2014-08-06,2014-08-06 00:00:00,66.0,50.0,58.0,58.0,7.0,0.0,0.0
456,457,WASPD,SPOKANE BLM,COYOTE FLATS,050335,1785.49945304,2014,LIGHTNING,77776045.0692865,78924.409310321,"(-121.333333, 47.283333)",2014-07-14,2014-07-15 00:00:00,79.0,58.0,68.5,68.5,0.0,3.5,0.0
457,458,WASES,WA DNR - SE REGION,STATION,595,37.38143728,2014,UNKNOWN,1628328.894565,6780.13640781382,"(-121.67333064, 46.602330924)",2014-08-04,2014-08-05 00:00:00,85.0,57.0,71.0,71.0,0.0,6.5,0.0
458,459,WANCP,NORTH CASCADES NP,THUNDER CREEK,002,103.31840727,2015,LIGHTNING,4500531.818365,8933.628593264551,"(-121.067222, 48.732778)",2015-05-30,2015-06-04 00:00:00,72.83333333333333,53.666666666666664,63.25,63.25,3.1666666666666665,1.6666666666666667,0.12666666666666668
459,460,WANES,WA DNR - NE REGION,EGYPT LOOP 2,435,209.70229117,2015,UNKNOWN,9134595.2648235,13143.1053692641,"(-121.067222, 48.732778)",2015-06-15,2015-06-22 00:00:00,79.875,53.375,66.625,66.625,0.625,2.5,0.0
462,463,WAWFS,WA FIRE SERVICE,JUNCTION,603,981.15973324,2015,UNKNOWN,42739147.022976,35392.4934286192,"(-121.67333064, 46.602330924)",2015-07-05,2015-07-06 00:00:00,92.0,55.5,73.75,73.75,0.0,9.0,0.0
463,464,WASES,WA DNR - SE REGION,DAVIES PASS,341,1300.21261557,2015,UNKNOWN,56637034.98536,37810.9950554499,"(-121.67333064, 46.602330924)",2015-07-02,2015-07-06 00:00:00,92.2,57.0,74.6,74.6,0.0,10.0,0.0
466,467,WACOA,COLVILLE AGENCY,TWENTY-ONE MILE GRADE,098,2252.2362802,2015,HUMAN,98107019.93612,56285.6399357705,"(-121.067222, 48.732778)",2015-07-01,2015-07-08 00:00:00,92.75,63.625,78.1875,78.1875,0.0,13.375,0.0
467,468,WANES,WA DNR - NE REGION,231,621,970.70649398,2015,HUMAN,42283805.7419565,37589.133321732894,"(-121.067222, 48.732778)",2015-07-03,2015-07-09 00:00:00,93.57142857142857,63.42857142857143,78.5,78.5,0.0,13.714285714285714,0.0
468,469,WANES,WA DNR - NE REGION,LITTLE SPOKANE,659,167.81192034,2015,UNKNOWN,7309858.0104945,13949.557729666301,"(-121.067222, 48.732778)",2015-07-11,2015-07-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,470,WAGPF,GIFFORD PINCHOT NF,HORSESHOE,295,340.18107918,2015,LIGHTNING,14818228.5360225,17828.585748788202,"(-121.67333064, 46.602330924)",2015-07-03,2015-07-12 00:00:00,85.4,57.9,71.65,71.65,0.3,7.3,0.0
470,471,WAGPF,GIFFORD PINCHOT NF,RILEY,351,65.1330744,2015,LIGHTNING,2837185.3719025,10515.5778950934,"(-121.67333064, 46.602330924)",2015-07-09,2015-07-13 00:00:00,77.4,58.8,68.1,68.1,0.6,4.0,0.052000000000000005
471,472,WAOWF,OKAN-WEN NF,WILDHORSE,498,163.43600672,2015,LIGHTNING,7119243.975562,17356.409608514303,"(-121.067222, 48.732778)",2015-07-20,2015-07-21 00:00:00,91.0,63.0,77.0,77.0,0.0,12.0,0.0
474,475,WACOF,COLVILLE NF,NORTH BOULDER 2,867,232.57869168,2015,LIGHTNING,10131087.2850415,18566.0356276118,"(-121.067222, 48.732778)",2015-07-20,2015-07-31 00:00:00,78.66666666666667,56.916666666666664,67.79166666666667,67.79166666666667,1.5833333333333333,4.583333333333333,0.025833333333333333
475,476,WAOWF,OKAN-WEN NF,BUCK CREEK,295,3207.42894521,2016,LIGHTNING,139715045.991601,66767.48025306659,"(-121.067222, 48.732778)",2016-07-22,2016-08-29 00:00:00,81.7948717948718,57.64102564102564,69.71794871794872,69.71794871794872,0.8461538461538461,5.794871794871795,0.013076923076923078
476,477,WAOWF,OKAN-WEN NF,SAUL,437,463.72948718,2016,UNKNOWN,20199975.6613365,19749.316089276403,"(-121.23, 48.67)",2016-08-21,2016-08-29 00:00:00,85.55555555555556,54.55555555555556,70.05555555555556,70.05555555555556,0.8888888888888888,6.222222222222222,0.0044444444444444444
478,479,WANES,WA DNR - NE REGION,9 MILE,001147,4720.39583362,2015,UNKNOWN,205619620.031732,88038.01600057649,"(-121.067222, 48.732778)",2015-08-13,2015-08-16 00:00:00,78.25,58.25,68.25,68.25,1.75,5.25,0.09999999999999999
479,480,WACOF,COLVILLE NF,BALDY,001003,515.18595033,2015,UNKNOWN,22441410.230624,35348.664616024005,"(-121.067222, 48.732778)",2015-08-01,2015-08-17 00:00:00,83.23529411764706,58.76470588235294,71.0,71.0,0.6470588235294118,6.882352941176471,0.027058823529411764
480,481,WAOWF,OKAN-WEN NF,WOLVERINE,287,65549.74496403,2015,LIGHTNING,2855335469.25695,1414734.39884149,"(-121.067222, 48.732778)",2015-06-29,2015-09-13 00:00:00,80.01470588235294,57.23529411764706,68.625,68.625,1.9705882352941178,5.838235294117647,0.07911764705882353
481,482,WANES,WA DNR - NE REGION,CARPENTER ROAD,001235,64043.29159494,2015,LIGHTNING,2789714622.98371,490287.743364112,"(-121.067222, 48.732778)",2015-08-14,2015-09-12 00:00:00,70.85714285714286,52.61904761904762,61.73809523809524,61.73809523809524,5.095238095238095,2.0476190476190474,0.1933333333333333
482,483,WASPD,SPOKANE BLM,REACH,651,89093.40391715,2015,UNKNOWN,3880893151.01168,1075595.86827506,"(-121.067222, 48.732778)",2015-08-14,2015-09-13 00:00:00,71.4090909090909,52.72727272727273,62.06818181818182,62.06818181818182,4.863636363636363,2.1363636363636362,0.18454545454545454
485,486,WANCP,NORTH CASCADES NP,SNOWFIELD,051,184.05096826,2015,UNKNOWN,8017228.1082505,23389.0984949234,"(-121.23, 48.67)",2015-08-10,2015-08-27 00:00:00,81.94444444444444,56.166666666666664,69.05555555555556,69.05555555555556,0.4444444444444444,4.777777777777778,0.030555555555555558
486,487,WANCP,NORTH CASCADES NP,GOODELL,039,7118.08907997,2015,LIGHTNING,310062720.068959,167632.660991987,"(-121.23, 48.67)",2015-08-10,2015-08-28 00:00:00,82.10526315789474,56.26315789473684,69.1842105263158,69.1842105263158,0.42105263157894735,4.894736842105263,0.03157894736842106
488,489,WAOLP,OLYMPIC NP,PARADISE,005,2798.07884583,2015,LIGHTNING,121883826.987467,114994.918731565,"(-123.25, 47.474664)",2015-06-15,2015-09-26 00:00:00,75.97115384615384,53.66346153846154,64.8173076923077,64.8173076923077,2.3365384615384617,2.4038461538461537,0.0846153846153846
492,493,WANES,WA DNR - NE REGION,TWISP RIVER,001351,11222.18847875,2015,UNKNOWN,488836574.782182,136775.86862761903,"(-121.067222, 48.732778)",2015-08-19,2015-08-29 00:00:00,89.0,56.5,72.75,72.75,0.0,8.0,0.215
493,494,WANES,WA DNR - NE REGION,MARBLE VALLEY,001224,3082.02413743,2015,UNKNOWN,134252434.415135,69031.2225912687,"(-121.067222, 48.732778)",2015-08-14,2015-08-31 00:00:00,77.11111111111111,56.0,66.55555555555556,66.55555555555556,2.5555555555555554,4.333333333333333,0.31444444444444447
494,495,WAOWF,OKAN-WEN NF,BLANKENSHIP,443,212.37960162,2015,UNKNOWN,9251218.4417745,32540.6787950936,"(-121.067222, 48.732778)",2015-07-13,2015-09-02 00:00:00,79.69767441860465,57.18604651162791,68.44186046511628,68.44186046511628,1.4883720930232558,5.186046511627907,0.0955813953488372
495,496,WACOF,COLVILLE NF,HALL MOUNTAIN,001302,39.20676821,2015,UNKNOWN,1707839.992023,5842.27468759012,"(-121.067222, 48.732778)",2015-08-17,2015-09-02 00:00:00,73.375,54.125,63.75,63.75,4.25,3.25,0.41374999999999995
496,497,WANES,WA DNR - NE REGION,ONATA CREEK,001310,546.71084557,2015,LIGHTNING,23814629.174352,28220.472489932003,"(-121.067222, 48.732778)",2015-08-17,2015-09-02 00:00:00,73.375,54.125,63.75,63.75,4.25,3.25,0.41374999999999995
